filename,time_sec,peak_mem_kb,result
uf20-055.cnf,0.0013,0,SAT
uf20-0550.cnf,0.0124,0,SAT
uf20-0551.cnf,0.0034,0,SAT
uf20-0552.cnf,0.0343,0,SAT
uf20-0553.cnf,0.0380,0,SAT
uf20-0554.cnf,0.0019,0,SAT
uf20-0555.cnf,0.0069,0,SAT
uf20-0556.cnf,0.0152,0,SAT
uf20-0557.cnf,0.0058,0,SAT
uf20-0558.cnf,0.0115,0,SAT
uf20-0559.cnf,0.0013,0,SAT
uf20-056.cnf,0.0021,0,SAT
uf20-0560.cnf,0.0054,0,SAT
uf20-0561.cnf,0.0017,0,SAT
uf20-0562.cnf,0.0070,0,SAT
uf20-0563.cnf,0.0006,0,SAT
uf20-0564.cnf,0.0039,0,SAT
uf20-0565.cnf,0.0070,0,SAT
uf20-0566.cnf,0.0046,0,SAT
uf20-0567.cnf,0.0007,0,SAT
uf20-0568.cnf,0.0370,0,SAT
uf20-0569.cnf,0.0025,0,SAT
uf20-057.cnf,0.0009,0,SAT
uf20-0570.cnf,0.0011,0,SAT
uf20-0571.cnf,0.0009,0,SAT
uf20-0572.cnf,0.0144,0,SAT
uf20-0573.cnf,0.0013,0,SAT
uf20-0574.cnf,0.0041,0,SAT
uf20-0575.cnf,0.0026,0,SAT
uf20-0576.cnf,0.0036,0,SAT
uf20-0577.cnf,0.0017,0,SAT
uf20-0578.cnf,0.0012,0,SAT
uf20-0579.cnf,0.0013,0,SAT
uf20-058.cnf,0.0007,0,SAT
uf20-0580.cnf,0.0009,0,SAT
uf20-0581.cnf,0.0282,0,SAT
uf20-0582.cnf,0.0013,0,SAT
uf20-0583.cnf,0.0418,0,SAT
uf20-0584.cnf,0.0435,0,SAT
uf20-0585.cnf,0.0028,0,SAT
uf20-0586.cnf,0.0378,0,SAT
uf20-0587.cnf,0.0043,0,SAT
uf20-0588.cnf,0.0081,0,SAT
uf20-0589.cnf,0.0011,0,SAT
uf20-059.cnf,0.0135,0,SAT
uf20-0590.cnf,0.0013,0,SAT
uf20-0591.cnf,0.0088,0,SAT
uf20-0592.cnf,0.0052,0,SAT
uf20-0593.cnf,0.0073,0,SAT
uf20-0594.cnf,0.0015,0,SAT
uf20-0595.cnf,0.0031,0,SAT
uf20-0596.cnf,0.0130,0,SAT
uf20-0597.cnf,0.0468,0,SAT
uf20-0598.cnf,0.0721,0,SAT
uf20-0599.cnf,0.1364,0,SAT
uf20-06.cnf,0.0085,0,SAT
uf20-060.cnf,0.0023,0,SAT
uf20-0600.cnf,0.0215,0,SAT
uf20-0601.cnf,0.0032,0,SAT
uf20-0602.cnf,0.0015,0,SAT
uf20-0603.cnf,0.0028,0,SAT
uf20-0604.cnf,0.0006,0,SAT
uf20-0605.cnf,0.0015,0,SAT
uf20-0606.cnf,0.0016,0,SAT
uf20-0607.cnf,0.0014,0,SAT
uf20-0608.cnf,0.0231,0,SAT
uf20-0609.cnf,0.0022,0,SAT
uf20-061.cnf,0.0033,0,SAT
uf20-0610.cnf,0.0029,0,SAT
uf20-0611.cnf,0.0021,0,SAT
uf20-0612.cnf,0.0874,0,SAT
uf20-0613.cnf,0.0149,0,SAT
uf20-0614.cnf,0.0083,0,SAT
uf20-0615.cnf,0.0042,0,SAT
uf20-0616.cnf,0.0021,0,SAT
uf20-0617.cnf,0.0017,0,SAT
uf20-0618.cnf,0.0088,0,SAT
uf20-0619.cnf,0.0018,0,SAT
uf20-062.cnf,0.0026,0,SAT
uf20-0620.cnf,0.0012,0,SAT
uf20-0621.cnf,0.0057,0,SAT
uf20-0622.cnf,0.0077,0,SAT
uf20-0623.cnf,0.0065,0,SAT
uf20-0624.cnf,0.0027,0,SAT
uf20-0625.cnf,0.0115,0,SAT
uf20-0626.cnf,0.0057,0,SAT
uf20-0627.cnf,0.0010,0,SAT
uf20-0628.cnf,0.0008,0,SAT
uf20-0629.cnf,0.0011,0,SAT
uf20-063.cnf,0.0105,0,SAT
uf20-0630.cnf,0.0494,0,SAT
uf20-0631.cnf,0.0049,0,SAT
uf20-0632.cnf,0.0012,0,SAT
uf20-0633.cnf,0.0037,0,SAT
uf20-0634.cnf,0.0015,0,SAT
uf20-0635.cnf,0.0072,0,SAT
uf20-0636.cnf,0.0076,0,SAT
uf20-0637.cnf,0.0022,0,SAT
uf20-0638.cnf,0.0056,0,SAT
uf20-0639.cnf,0.0087,0,SAT
uf20-064.cnf,0.0022,0,SAT
uf20-0640.cnf,0.0162,0,SAT
uf20-0641.cnf,0.0189,0,SAT
uf20-0642.cnf,0.0013,0,SAT
uf20-0643.cnf,0.0022,0,SAT
uf20-0644.cnf,0.0014,0,SAT
uf20-0645.cnf,0.0028,0,SAT
uf20-0646.cnf,0.0081,0,SAT
uf20-0647.cnf,0.0029,0,SAT
uf20-0648.cnf,0.0070,0,SAT
uf20-0649.cnf,0.0037,0,SAT
uf20-065.cnf,0.0034,0,SAT
uf20-0650.cnf,0.0037,0,SAT
uf20-0651.cnf,0.0013,0,SAT
uf20-0652.cnf,0.0405,0,SAT
uf20-0653.cnf,0.0010,0,SAT
uf20-0654.cnf,0.0260,0,SAT
uf20-0655.cnf,0.0022,0,SAT
uf20-0656.cnf,0.0083,0,SAT
uf20-0657.cnf,0.0027,0,SAT
uf20-0658.cnf,0.0017,0,SAT
uf20-0659.cnf,0.0012,0,SAT
uf20-066.cnf,0.0072,0,SAT
uf20-0660.cnf,0.0055,0,SAT
uf20-0661.cnf,0.0012,0,SAT
uf20-0662.cnf,0.0060,0,SAT
uf20-0663.cnf,0.0016,0,SAT
uf20-0664.cnf,0.0017,0,SAT
uf20-0665.cnf,0.0007,0,SAT
uf20-0666.cnf,0.0013,0,SAT
uf20-0667.cnf,0.0149,0,SAT
uf20-0668.cnf,0.0071,0,SAT
uf20-0669.cnf,0.0032,0,SAT
uf20-067.cnf,0.0024,0,SAT
uf20-0670.cnf,0.0013,0,SAT
uf20-0671.cnf,0.0077,0,SAT
uf20-0672.cnf,0.0064,0,SAT
uf20-0673.cnf,0.0009,0,SAT
uf20-0674.cnf,0.0169,0,SAT
uf20-0675.cnf,0.0014,0,SAT
uf20-0676.cnf,0.0010,0,SAT
uf20-0677.cnf,0.0019,0,SAT
uf20-0678.cnf,0.0648,0,SAT
uf20-0679.cnf,0.0005,0,SAT
uf20-068.cnf,0.0288,0,SAT
uf20-0680.cnf,0.0094,0,SAT
uf20-0681.cnf,0.0019,0,SAT
uf20-0682.cnf,0.0007,0,SAT
uf20-0683.cnf,0.0048,0,SAT
uf20-0684.cnf,0.1157,0,SAT
uf20-0685.cnf,0.0030,0,SAT
uf20-0686.cnf,0.0023,0,SAT
uf20-0687.cnf,0.0182,0,SAT
uf20-0688.cnf,0.0113,0,SAT
uf20-0689.cnf,0.0014,0,SAT
uf20-069.cnf,0.0031,0,SAT
uf20-0690.cnf,0.0078,0,SAT
uf20-0691.cnf,0.0756,0,SAT
uf20-0692.cnf,0.0351,0,SAT
uf20-0693.cnf,0.0043,0,SAT
uf20-0694.cnf,0.0199,0,SAT
uf20-0695.cnf,0.0076,0,SAT
uf20-0696.cnf,0.0015,0,SAT
uf20-0697.cnf,0.0010,0,SAT
uf20-0698.cnf,0.0035,0,SAT
uf20-0699.cnf,0.0275,0,SAT
uf20-07.cnf,0.0018,0,SAT
uf20-070.cnf,0.0011,0,SAT
uf20-0700.cnf,0.0072,0,SAT
uf20-0701.cnf,0.0060,0,SAT
uf20-0702.cnf,0.0014,0,SAT
uf20-0703.cnf,0.0011,0,SAT
uf20-0704.cnf,0.0032,0,SAT
uf20-0705.cnf,0.0196,0,SAT
uf20-0706.cnf,0.0023,0,SAT
uf20-0707.cnf,0.0021,0,SAT
uf20-0708.cnf,0.0039,0,SAT
uf20-0709.cnf,0.0024,0,SAT
uf20-071.cnf,0.0023,0,SAT
uf20-0710.cnf,0.0206,0,SAT
uf20-0711.cnf,0.0061,0,SAT
uf20-0712.cnf,0.0238,0,SAT
uf20-0713.cnf,0.0022,0,SAT
uf20-0714.cnf,0.0013,0,SAT
uf20-0715.cnf,0.0020,0,SAT
uf20-0716.cnf,0.0027,0,SAT
uf20-0717.cnf,0.0045,0,SAT
uf20-0718.cnf,0.0058,0,SAT
uf20-0719.cnf,0.0157,0,SAT
uf20-072.cnf,0.0051,0,SAT
uf20-0720.cnf,0.0111,0,SAT
uf20-0721.cnf,0.0116,0,SAT
uf20-0722.cnf,0.0037,0,SAT
uf20-0723.cnf,0.0009,0,SAT
uf20-0724.cnf,0.0010,0,SAT
uf20-0725.cnf,0.0027,0,SAT
uf20-0726.cnf,0.0054,0,SAT
uf20-0727.cnf,0.0025,0,SAT
uf20-0728.cnf,0.0029,0,SAT
uf20-0729.cnf,0.0044,0,SAT
uf20-073.cnf,0.0064,0,SAT
uf20-0730.cnf,0.0113,0,SAT
uf20-0731.cnf,0.0170,0,SAT
uf20-0732.cnf,0.0069,0,SAT
uf20-0733.cnf,0.0043,0,SAT
uf20-0734.cnf,0.0008,0,SAT
uf20-0735.cnf,0.0026,0,SAT
uf20-0736.cnf,0.0097,0,SAT
uf20-0737.cnf,0.0010,0,SAT
uf20-0738.cnf,0.0022,0,SAT
uf20-0739.cnf,0.0093,0,SAT
uf20-074.cnf,0.0273,0,SAT
uf20-0740.cnf,0.0129,0,SAT
uf20-0741.cnf,0.0092,0,SAT
uf20-0742.cnf,0.0016,0,SAT
uf20-0743.cnf,0.0019,0,SAT
uf20-0744.cnf,0.0042,0,SAT
uf20-0745.cnf,0.0146,0,SAT
uf20-0746.cnf,0.0126,0,SAT
uf20-0747.cnf,0.0045,0,SAT
uf20-0748.cnf,0.0033,0,SAT
uf20-0749.cnf,0.0041,0,SAT
uf20-075.cnf,0.0012,0,SAT
uf20-0750.cnf,0.0457,0,SAT
uf20-0751.cnf,0.0020,0,SAT
uf20-0752.cnf,0.0011,0,SAT
uf20-0753.cnf,0.0008,0,SAT
uf20-0754.cnf,0.0048,0,SAT
uf20-0755.cnf,0.0026,0,SAT
uf20-0756.cnf,0.0027,0,SAT
uf20-0757.cnf,0.0024,0,SAT
uf20-0758.cnf,0.0013,0,SAT
uf20-0759.cnf,0.0014,0,SAT
uf20-076.cnf,0.0011,0,SAT
uf20-0760.cnf,0.0021,0,SAT
uf20-0761.cnf,0.0160,0,SAT
uf20-0762.cnf,0.0084,0,SAT
uf20-0763.cnf,0.0025,0,SAT
uf20-0764.cnf,0.0141,0,SAT
uf20-0765.cnf,0.0011,0,SAT
uf20-0766.cnf,0.0322,0,SAT
uf20-0767.cnf,0.0041,0,SAT
uf20-0768.cnf,0.0024,0,SAT
uf20-0769.cnf,0.0118,0,SAT
uf20-077.cnf,0.0041,0,SAT
uf20-0770.cnf,0.0033,0,SAT
uf20-0771.cnf,0.0204,0,SAT
uf20-0772.cnf,0.0010,0,SAT
uf20-0773.cnf,0.0010,0,SAT
uf20-0774.cnf,0.0040,0,SAT
uf20-0775.cnf,0.0157,0,SAT
uf20-0776.cnf,0.0021,0,SAT
uf20-0777.cnf,0.0291,0,SAT
uf20-0778.cnf,0.0025,0,SAT
uf20-0779.cnf,0.0011,0,SAT
uf20-078.cnf,0.0012,0,SAT
uf20-0780.cnf,0.0029,0,SAT
uf20-0781.cnf,0.0029,0,SAT
uf20-0782.cnf,0.0053,0,SAT
uf20-0783.cnf,0.0126,0,SAT
uf20-0784.cnf,0.0090,0,SAT
uf20-0785.cnf,0.0022,0,SAT
uf20-0786.cnf,0.0015,0,SAT
uf20-0787.cnf,0.0035,0,SAT
uf20-0788.cnf,0.0009,0,SAT
uf20-0789.cnf,0.0009,0,SAT
uf20-079.cnf,0.0007,0,SAT
uf20-0790.cnf,0.0016,0,SAT
uf20-0791.cnf,0.0049,0,SAT
uf20-0792.cnf,0.0012,0,SAT
uf20-0793.cnf,0.0012,0,SAT
uf20-0794.cnf,0.0016,0,SAT
uf20-0795.cnf,0.0018,0,SAT
uf20-0796.cnf,0.0031,0,SAT
uf20-0797.cnf,0.0031,0,SAT
uf20-0798.cnf,0.0271,0,SAT
uf20-0799.cnf,0.0033,0,SAT
uf20-08.cnf,0.0006,0,SAT
uf20-080.cnf,0.0008,0,SAT
uf20-0800.cnf,0.0020,0,SAT
uf20-0801.cnf,0.0014,0,SAT
uf20-0802.cnf,0.0074,0,SAT
uf20-0803.cnf,0.0007,0,SAT
uf20-0804.cnf,0.0029,0,SAT
uf20-0805.cnf,0.0135,0,SAT
uf20-0806.cnf,0.0014,0,SAT
uf20-0807.cnf,0.0037,0,SAT
uf20-0808.cnf,0.0143,0,SAT
uf20-0809.cnf,0.0034,0,SAT
uf20-081.cnf,0.0012,0,SAT
uf20-0810.cnf,0.0021,0,SAT
uf20-0811.cnf,0.0008,0,SAT
uf20-0812.cnf,0.0148,0,SAT
uf20-0813.cnf,0.0008,0,SAT
uf20-0814.cnf,0.0151,0,SAT
uf20-0815.cnf,0.0322,0,SAT
uf20-0816.cnf,0.0053,0,SAT
uf20-0817.cnf,0.0009,0,SAT
uf20-0818.cnf,0.0015,0,SAT
uf20-0819.cnf,0.0009,0,SAT
uf20-082.cnf,0.0098,0,SAT
uf20-0820.cnf,0.0008,0,SAT
uf20-0821.cnf,0.0264,0,SAT
uf20-0822.cnf,0.0021,0,SAT
uf20-0823.cnf,0.0065,0,SAT
uf20-0824.cnf,0.0022,0,SAT
uf20-0825.cnf,0.0189,0,SAT
uf20-0826.cnf,0.0068,0,SAT
uf20-0827.cnf,0.0042,0,SAT
uf20-0828.cnf,0.0008,0,SAT
uf20-0829.cnf,0.0294,0,SAT
uf20-083.cnf,0.0026,0,SAT
uf20-0830.cnf,0.0012,0,SAT
uf20-0831.cnf,0.0080,0,SAT
uf20-0832.cnf,0.0012,0,SAT
uf20-0833.cnf,0.0460,0,SAT
uf20-0834.cnf,0.0012,0,SAT
uf20-0835.cnf,0.0018,0,SAT
uf20-0836.cnf,0.0012,0,SAT
uf20-0837.cnf,0.0389,0,SAT
uf20-0838.cnf,0.0025,0,SAT
uf20-0839.cnf,0.0181,0,SAT
uf20-084.cnf,0.0051,0,SAT
uf20-0840.cnf,0.0100,0,SAT
uf20-0841.cnf,0.0048,0,SAT
uf20-0842.cnf,0.0056,0,SAT
uf20-0843.cnf,0.0042,0,SAT
uf20-0844.cnf,0.0010,0,SAT
uf20-0845.cnf,0.0035,0,SAT
uf20-0846.cnf,0.0010,0,SAT
uf20-0847.cnf,0.0093,0,SAT
uf20-0848.cnf,0.0112,0,SAT
uf20-0849.cnf,0.0025,0,SAT
uf20-085.cnf,0.0013,0,SAT
uf20-0850.cnf,0.0030,0,SAT
uf20-0851.cnf,0.0109,0,SAT
uf20-0852.cnf,0.0024,0,SAT
uf20-0853.cnf,0.0064,0,SAT
uf20-0854.cnf,0.0061,0,SAT
uf20-0855.cnf,0.0086,0,SAT
uf20-0856.cnf,0.0007,0,SAT
uf20-0857.cnf,0.0052,0,SAT
uf20-0858.cnf,0.0009,0,SAT
uf20-0859.cnf,0.0034,0,SAT
uf20-086.cnf,0.0188,0,SAT
uf20-0860.cnf,0.0008,0,SAT
uf20-0861.cnf,0.0008,0,SAT
uf20-0862.cnf,0.0048,0,SAT
uf20-0863.cnf,0.0018,0,SAT
uf20-0864.cnf,0.0081,0,SAT
uf20-0865.cnf,0.0059,0,SAT
uf20-0866.cnf,0.0020,0,SAT
uf20-0867.cnf,0.0071,0,SAT
uf20-0868.cnf,0.0010,0,SAT
uf20-0869.cnf,0.0040,0,SAT
uf20-087.cnf,0.0080,0,SAT
uf20-0870.cnf,0.0065,0,SAT
uf20-0871.cnf,0.0149,0,SAT
uf20-0872.cnf,0.0008,0,SAT
uf20-0873.cnf,0.0224,0,SAT
uf20-0874.cnf,0.0071,0,SAT
uf20-0875.cnf,0.0014,0,SAT
uf20-0876.cnf,0.0017,0,SAT
uf20-0877.cnf,0.0808,0,SAT
uf20-0878.cnf,0.0037,0,SAT
uf20-0879.cnf,0.0041,0,SAT
uf20-088.cnf,0.0014,0,SAT
uf20-0880.cnf,0.0011,0,SAT
uf20-0881.cnf,0.0109,0,SAT
uf20-0882.cnf,0.0105,0,SAT
uf20-0883.cnf,0.0287,0,SAT
uf20-0884.cnf,0.0077,0,SAT
uf20-0885.cnf,0.0087,0,SAT
uf20-0886.cnf,0.0066,0,SAT
uf20-0887.cnf,0.0974,0,SAT
uf20-0888.cnf,0.0015,0,SAT
uf20-0889.cnf,0.0214,0,SAT
uf20-089.cnf,0.0071,0,SAT
uf20-0890.cnf,0.0189,0,SAT
uf20-0891.cnf,0.2312,0,SAT
uf20-0892.cnf,0.0016,0,SAT
uf20-0893.cnf,0.0049,0,SAT
uf20-0894.cnf,0.0162,0,SAT
uf20-0895.cnf,0.0017,0,SAT
uf20-0896.cnf,0.0082,0,SAT
uf20-0897.cnf,0.0354,0,SAT
uf20-0898.cnf,0.0007,0,SAT
uf20-0899.cnf,0.0012,0,SAT
uf20-09.cnf,0.1073,0,SAT
uf20-090.cnf,0.0010,0,SAT
uf20-0900.cnf,0.0013,0,SAT
uf20-0901.cnf,0.0015,0,SAT
uf20-0902.cnf,0.0052,0,SAT
uf20-0903.cnf,0.0400,0,SAT
uf20-0904.cnf,0.0014,0,SAT
uf20-0905.cnf,0.0007,0,SAT
uf20-0906.cnf,0.0011,0,SAT
uf20-0907.cnf,0.0010,0,SAT
uf20-0908.cnf,0.0208,0,SAT
uf20-0909.cnf,0.0021,0,SAT
uf20-091.cnf,0.0432,0,SAT
uf20-0910.cnf,0.0042,0,SAT
uf20-0911.cnf,0.0015,0,SAT
uf20-0912.cnf,0.0021,0,SAT
uf20-0913.cnf,0.0083,0,SAT
uf20-0914.cnf,0.0140,0,SAT
uf20-0915.cnf,0.0012,0,SAT
uf20-0916.cnf,0.0087,0,SAT
uf20-0917.cnf,0.0061,0,SAT
uf20-0918.cnf,0.0045,0,SAT
uf20-0919.cnf,0.0040,0,SAT
uf20-092.cnf,0.0035,0,SAT
uf20-0920.cnf,0.0019,0,SAT
uf20-0921.cnf,0.0021,0,SAT
uf20-0922.cnf,0.0079,0,SAT
uf20-0923.cnf,0.0010,0,SAT
uf20-0924.cnf,0.0041,0,SAT
uf20-0925.cnf,0.0547,0,SAT
uf20-0926.cnf,0.0173,0,SAT
uf20-0927.cnf,0.0090,0,SAT
uf20-0928.cnf,0.0158,0,SAT
uf20-0929.cnf,0.0111,0,SAT
uf20-093.cnf,0.0144,0,SAT
uf20-0930.cnf,0.0041,0,SAT
uf20-0931.cnf,0.0013,0,SAT
uf20-0932.cnf,0.0010,0,SAT
uf20-0933.cnf,0.0107,0,SAT
uf20-0934.cnf,0.0022,0,SAT
uf20-0935.cnf,0.0011,0,SAT
uf20-0936.cnf,0.0086,0,SAT
uf20-0937.cnf,0.0148,0,SAT
uf20-0938.cnf,0.0108,0,SAT
uf20-0939.cnf,0.0046,0,SAT
uf20-094.cnf,0.0010,0,SAT
uf20-0940.cnf,0.0243,0,SAT
uf20-0941.cnf,0.0031,0,SAT
uf20-0942.cnf,0.0015,0,SAT
uf20-0943.cnf,0.3240,0,SAT
uf20-0944.cnf,0.1961,0,SAT
uf20-0945.cnf,0.1162,0,SAT
uf20-0946.cnf,0.0004,0,SAT
uf20-0947.cnf,0.0008,0,SAT
uf20-0948.cnf,0.0068,0,SAT
uf20-0949.cnf,0.0018,0,SAT
uf20-095.cnf,0.1566,0,SAT
uf20-0950.cnf,0.0029,0,SAT
uf20-0951.cnf,0.0074,0,SAT
uf20-0952.cnf,0.0018,0,SAT
uf20-0953.cnf,0.0017,0,SAT
uf20-0954.cnf,0.0386,0,SAT
uf20-0955.cnf,0.0008,0,SAT
uf20-0956.cnf,0.0041,0,SAT
uf20-0957.cnf,0.0019,0,SAT
uf20-0958.cnf,0.0098,0,SAT
uf20-0959.cnf,0.0088,0,SAT
uf20-096.cnf,0.0637,0,SAT
uf20-0960.cnf,0.0118,0,SAT
uf20-0961.cnf,0.0021,0,SAT
uf20-0962.cnf,0.0133,0,SAT
uf20-0963.cnf,0.0028,0,SAT
uf20-0964.cnf,0.0007,0,SAT
uf20-0965.cnf,0.0022,0,SAT
uf20-0966.cnf,0.0039,0,SAT
uf20-0967.cnf,0.0332,0,SAT
uf20-0968.cnf,0.0088,0,SAT
uf20-0969.cnf,0.0037,0,SAT
uf20-097.cnf,0.0149,0,SAT
uf20-0970.cnf,0.0042,0,SAT
uf20-0971.cnf,0.0397,0,SAT
uf20-0972.cnf,0.0096,0,SAT
uf20-0973.cnf,0.0108,0,SAT
uf20-0974.cnf,0.0018,0,SAT
uf20-0975.cnf,0.0063,0,SAT
uf20-0976.cnf,0.0248,0,SAT
uf20-0977.cnf,0.0022,0,SAT
uf20-0978.cnf,0.0206,0,SAT
uf20-0979.cnf,0.0061,0,SAT
uf20-098.cnf,0.0149,0,SAT
uf20-0980.cnf,0.0086,0,SAT
uf20-0981.cnf,0.0025,0,SAT
uf20-0982.cnf,0.0018,0,SAT
uf20-0983.cnf,0.0029,0,SAT
uf20-0984.cnf,0.0034,0,SAT
uf20-0985.cnf,0.0176,0,SAT
uf20-0986.cnf,0.0007,0,SAT
uf20-0987.cnf,0.0013,0,SAT
uf20-0988.cnf,0.0029,0,SAT
uf20-0989.cnf,0.1307,0,SAT
uf20-099.cnf,0.0013,0,SAT
uf20-0990.cnf,0.0214,0,SAT
uf20-0991.cnf,0.0006,0,SAT
uf20-0992.cnf,0.0042,0,SAT
uf20-0993.cnf,0.0069,0,SAT
uf20-0994.cnf,0.0032,0,SAT
uf20-0995.cnf,0.0229,0,SAT
uf20-0996.cnf,0.0009,0,SAT
uf20-0997.cnf,0.0092,0,SAT
uf20-0998.cnf,0.0018,0,SAT
uf20-0999.cnf,0.0003,0,SAT
